NUTS_ID,name,value
AT11,WoodlandForest_multi,0.23860543464011416
AT12,WoodlandForest_multi,-0.8454059538500732
AT13,WoodlandForest_multi,-1.3748927084123184
AT21,WoodlandForest_multi,-9.815976078432744
AT22,WoodlandForest_multi,10.364333229018111
AT31,WoodlandForest_multi,0.45153556721366633
AT32,WoodlandForest_multi,-4.944901605102673
AT33,WoodlandForest_multi,-6.724705855283725
AT34,WoodlandForest_multi,-0.4525669017258975
BE10,WoodlandForest_multi,5.023516467099476e-4
BE21,WoodlandForest_multi,0.027336078028880856
BE22,WoodlandForest_multi,0.9614860479912273
BE23,WoodlandForest_multi,0.0122705873460978
BE24,WoodlandForest_multi,0.01653892778424697
BE25,WoodlandForest_multi,0.11053392961478845
BE31,WoodlandForest_multi,0.0017543132148786708
BE32,WoodlandForest_multi,-2.54154456981642
BE33,WoodlandForest_multi,-2.6262780524204015
BE34,WoodlandForest_multi,1.946605450472466
BE35,WoodlandForest_multi,3.1203909128165965
BG01,WoodlandForest_multi,13.790057482563109
BG02,WoodlandForest_multi,10.706014095757835
BG03,WoodlandForest_multi,-13.906361584480791
BG04,WoodlandForest_multi,11.995671578840089
BG05,WoodlandForest_multi,21.516028991239025
BG06,WoodlandForest_multi,6.958518855395224
CY00,WoodlandForest_multi,4.889019956560984
CZ01,WoodlandForest_multi,0.10214461939448977
CZ02,WoodlandForest_multi,11.985986173015501
CZ03,WoodlandForest_multi,11.104816967438422
CZ04,WoodlandForest_multi,2.4338157199316646
CZ05,WoodlandForest_multi,20.36041958790569
CZ06,WoodlandForest_multi,21.4293819626158
CZ07,WoodlandForest_multi,8.651349477432396
CZ08,WoodlandForest_multi,5.306717671529508
DE11,WoodlandForest_multi,0.5136480086491324
DE12,WoodlandForest_multi,0.7500348885377437
DE13,WoodlandForest_multi,0.9202838759295763
DE14,WoodlandForest_multi,1.9930371609390432
DE21,WoodlandForest_multi,4.003754737770659
DE22,WoodlandForest_multi,1.6486602368629433
DE23,WoodlandForest_multi,4.6529150177984535
DE24,WoodlandForest_multi,8.779725825705682
DE25,WoodlandForest_multi,-3.151957552904601
DE26,WoodlandForest_multi,-0.44399102577084304
DE27,WoodlandForest_multi,-0.7142683677497484
DE30,WoodlandForest_multi,0.644837603652489
DE40,WoodlandForest_multi,17.37831613537085
DE50,WoodlandForest_multi,-0.12864992619420654
DE60,WoodlandForest_multi,-0.892039789107659
DE71,WoodlandForest_multi,0.8286780915623319
DE72,WoodlandForest_multi,6.262981384535764
DE73,WoodlandForest_multi,3.238568266201405
DE80,WoodlandForest_multi,11.902959702387765
DE91,WoodlandForest_multi,1.1274102848446879
DE92,WoodlandForest_multi,-0.07388077042001674
DE93,WoodlandForest_multi,15.295918899321862
DE94,WoodlandForest_multi,2.4306182872956303
DEA1,WoodlandForest_multi,-0.48788791710681106
DEA2,WoodlandForest_multi,-2.4450701691350027
DEA3,WoodlandForest_multi,-1.3671644350191177
DEA4,WoodlandForest_multi,-0.6723006259941893
DEA5,WoodlandForest_multi,13.4580894030936
DEB1,WoodlandForest_multi,5.758994292207209
DEB2,WoodlandForest_multi,3.7256993343683913
DEB3,WoodlandForest_multi,1.4823321824067075
DEC0,WoodlandForest_multi,3.817678835566367
DED1,WoodlandForest_multi,0.3398046215600057
DED2,WoodlandForest_multi,-9.504723635191821
DED3,WoodlandForest_multi,-1.2915376625790465
DEE1,WoodlandForest_multi,-0.8731173210375909
DEE2,WoodlandForest_multi,0.7395629956266733
DEE3,WoodlandForest_multi,4.604371779030574
DEF0,WoodlandForest_multi,-0.2003012203535168
DEG0,WoodlandForest_multi,5.486864322105372
DK00,WoodlandForest_multi,18.584952185480457
EE00,WoodlandForest_multi,12.575704359629441
ES11,WoodlandForest_multi,67.90305396428417
ES12,WoodlandForest_multi,3.1009206701833634
ES13,WoodlandForest_multi,5.712897373999763
ES21,WoodlandForest_multi,-1.1164039470954754
ES22,WoodlandForest_multi,3.5210759692024514
ES23,WoodlandForest_multi,12.857921688489583
ES24,WoodlandForest_multi,137.38517429909083
ES30,WoodlandForest_multi,0.5662242965108498
ES41,WoodlandForest_multi,191.52709410599851
ES42,WoodlandForest_multi,228.84372643054186
ES43,WoodlandForest_multi,78.55962436705555
ES51,WoodlandForest_multi,47.667455569760364
ES52,WoodlandForest_multi,72.66040649635089
ES53,WoodlandForest_multi,8.57167997524659
ES61,WoodlandForest_multi,167.980478973694
ES62,WoodlandForest_multi,18.843153576224225
FI13,WoodlandForest_multi,174.00505471976885
FI14,WoodlandForest_multi,47.14937726902093
FI15,WoodlandForest_multi,477.7207661826215
FI16,WoodlandForest_multi,8.457868574483681
FI17,WoodlandForest_multi,78.8687643317481
FI20,WoodlandForest_multi,0.0011719795211398998
FR10,WoodlandForest_multi,-4.016591823033687
FR21,WoodlandForest_multi,13.826105430620261
FR22,WoodlandForest_multi,1.9967234264294271
FR23,WoodlandForest_multi,-4.24671533115918
FR24,WoodlandForest_multi,12.190153346652364
FR25,WoodlandForest_multi,-0.07601555846666419
FR26,WoodlandForest_multi,33.23560750386524
FR30,WoodlandForest_multi,-0.431087555098113
FR41,WoodlandForest_multi,-29.004372032113356
FR42,WoodlandForest_multi,-14.293773576098454
FR43,WoodlandForest_multi,-18.505649140936022
FR51,WoodlandForest_multi,-6.796497603604942
FR52,WoodlandForest_multi,9.70378503450841
FR53,WoodlandForest_multi,6.842356228166516
FR61,WoodlandForest_multi,-0.6014799075373151
FR62,WoodlandForest_multi,42.70674910067252
FR63,WoodlandForest_multi,-1.9029643619368486
FR71,WoodlandForest_multi,10.163399658866075
FR72,WoodlandForest_multi,4.342129007324448
FR81,WoodlandForest_multi,29.661288980145084
FR82,WoodlandForest_multi,85.6266845583586
FR83,WoodlandForest_multi,13.622163250699579
GR11,WoodlandForest_multi,20.027884839228463
GR12,WoodlandForest_multi,16.192415566939335
GR13,WoodlandForest_multi,-0.35677403580946637
GR14,WoodlandForest_multi,-10.157456763694338
GR21,WoodlandForest_multi,-1.2793684559724308
GR22,WoodlandForest_multi,2.240177331689711
GR23,WoodlandForest_multi,-1.3011134885365552
GR24,WoodlandForest_multi,6.1199955316691
GR25,WoodlandForest_multi,22.83532318646055
GR30,WoodlandForest_multi,3.1640582329521836
GR41,WoodlandForest_multi,3.0188201569797615
GR42,WoodlandForest_multi,4.04870914500135
GR43,WoodlandForest_multi,7.082891380884705
HR,WoodlandForest_multi,-1.4011988437353002
HU01,WoodlandForest_multi,-5.154701839439278
HU02,WoodlandForest_multi,0.7817195933845739
HU03,WoodlandForest_multi,4.216106721997861
HU04,WoodlandForest_multi,8.746864299152733
HU05,WoodlandForest_multi,19.782076432879784
HU06,WoodlandForest_multi,14.278399746794895
HU07,WoodlandForest_multi,17.40115275146344
IE01,WoodlandForest_multi,-1.7366194200998792
IE02,WoodlandForest_multi,-6.862982842294875
IT11,WoodlandForest_multi,77.54243011935937
IT12,WoodlandForest_multi,7.873541136336059
IT13,WoodlandForest_multi,32.19864336424652
IT20,WoodlandForest_multi,26.884266127490893
IT31,WoodlandForest_multi,8.789980644257918
IT32,WoodlandForest_multi,24.40445826899897
IT33,WoodlandForest_multi,15.031552889588674
IT40,WoodlandForest_multi,20.498473149311852
IT51,WoodlandForest_multi,7.440648390734062
IT52,WoodlandForest_multi,2.970084954806973
IT53,WoodlandForest_multi,14.686688669485404
IT60,WoodlandForest_multi,11.475336591628222
IT71,WoodlandForest_multi,30.93559115728321
IT72,WoodlandForest_multi,12.035724833405068
IT80,WoodlandForest_multi,-0.7399608933999979
IT91,WoodlandForest_multi,23.04511855892451
IT92,WoodlandForest_multi,24.984049192019764
IT93,WoodlandForest_multi,22.57941901733784
ITA0,WoodlandForest_multi,44.695282264639914
ITB0,WoodlandForest_multi,52.664247221278984
